label,cluster_no
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,7
pigeonpeas,7
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,6
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,6
mothbeans,6
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,4
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,6
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,4
lentil,4
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,1
mango,1
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,1
mango,6
mango,6
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
grapes,0
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
apple,0
orange,5
orange,5
orange,5
orange,5
orange,2
orange,2
orange,5
orange,2
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,1
orange,2
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,2
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,2
orange,5
orange,5
orange,5
orange,2
orange,2
orange,2
orange,1
orange,5
orange,5
orange,2
orange,2
orange,1
orange,5
orange,5
orange,5
orange,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,7
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,1
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,1
papaya,1
papaya,2
papaya,2
papaya,2
papaya,7
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,1
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,7
papaya,2
papaya,7
papaya,2
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,2
papaya,3
papaya,2
papaya,3
papaya,1
papaya,3
papaya,2
papaya,7
papaya,2
papaya,2
papaya,7
papaya,3
papaya,2
papaya,1
papaya,1
papaya,1
papaya,3
papaya,2
papaya,3
papaya,2
papaya,7
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,3
papaya,2
papaya,1
papaya,7
papaya,7
papaya,2
papaya,2
papaya,2
papaya,2
papaya,1
papaya,3
papaya,3
papaya,2
papaya,2
papaya,7
papaya,1
papaya,2
papaya,2
papaya,2
papaya,2
papaya,7
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,5
coconut,5
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,3
coffee,3
coffee,3
coffee,7
coffee,3
coffee,7
coffee,3
coffee,3
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
